pair_index,sequence_a,sequence_b,label_a,label_b,composite_pct,rank_a_to_b,rank_b_to_a,decision,confidence,rationale
70,flip__0059,flip__0061,flip,flip,0.04348563006632277,2,2,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
71,flip__0003,flip__0007,flip,flip,0.04380250552689757,3,1,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
72,flip__0016,flip__0018,flip,flip,0.044008843036109066,3,2,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
73,flip__0039,notflip__0032,flip,notflip,0.04503316138540899,3,2,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
74,flip__0024,flip__0025,flip,flip,0.045335298452468684,3,3,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
75,notflip__0028,notflip__0040,notflip,notflip,0.04584377302873987,3,3,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
76,flip__0059,notflip__0041,flip,notflip,0.04606484893146647,3,1,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
77,flip__0005,flip__0007,flip,flip,0.0462638172439204,3,2,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
78,flip__0038,flip__0047,flip,flip,0.04670596904937362,3,1,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
79,flip__0054,flip__0055,flip,flip,0.046934414148857774,3,3,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
80,notflip__0004,notflip__0008,notflip,notflip,0.048010316875460576,2,2,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
81,flip__0013,flip__0022,flip,flip,0.04832719233603537,2,2,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
82,flip__0052,flip__0064,flip,flip,0.049417833456153276,2,1,MERGE,medium,Visual review: physical book/layout, background, camera framing and hand setup are consistent across sampled frames.
