i,j,bucket,dhash,phash,path_a,path_b,seq_a,seq_b,split_a,split_b,label_a,label_b
10,646,same_sequence_cross_split,3,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000009.jpg,flip__0004,flip__0004,testing,training,flip,flip
10,647,same_sequence_cross_split,4,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000010.jpg,flip__0004,flip__0004,testing,training,flip,flip
10,648,same_sequence_cross_split,3,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000011.jpg,flip__0004,flip__0004,testing,training,flip,flip
10,649,same_sequence_cross_split,2,0,testing/flip/0004_000000013.jpg,training/flip/0004_000000012.jpg,flip__0004,flip__0004,testing,training,flip,flip
11,643,same_sequence_cross_split,4,2,testing/flip/0004_000000014.jpg,training/flip/0004_000000005.jpg,flip__0004,flip__0004,testing,training,flip,flip
11,649,same_sequence_cross_split,4,0,testing/flip/0004_000000014.jpg,training/flip/0004_000000012.jpg,flip__0004,flip__0004,testing,training,flip,flip
11,650,same_sequence_cross_split,3,2,testing/flip/0004_000000014.jpg,training/flip/0004_000000015.jpg,flip__0004,flip__0004,testing,training,flip,flip
11,717,different_sequence_cross_split_same_label,4,4,testing/flip/0004_000000014.jpg,training/flip/0007_000000014.jpg,flip__0004,flip__0007,testing,training,flip,flip
13,663,same_sequence_cross_split,1,4,testing/flip/0005_000000003.jpg,training/flip/0005_000000001.jpg,flip__0005,flip__0005,testing,training,flip,flip
13,664,same_sequence_cross_split,1,2,testing/flip/0005_000000003.jpg,training/flip/0005_000000002.jpg,flip__0005,flip__0005,testing,training,flip,flip
13,665,same_sequence_cross_split,3,2,testing/flip/0005_000000003.jpg,training/flip/0005_000000004.jpg,flip__0005,flip__0005,testing,training,flip,flip
13,666,same_sequence_cross_split,3,2,testing/flip/0005_000000003.jpg,training/flip/0005_000000005.jpg,flip__0005,flip__0005,testing,training,flip,flip
14,668,same_sequence_cross_split,1,4,testing/flip/0005_000000008.jpg,training/flip/0005_000000007.jpg,flip__0005,flip__0005,testing,training,flip,flip
14,669,same_sequence_cross_split,4,4,testing/flip/0005_000000008.jpg,training/flip/0005_000000009.jpg,flip__0005,flip__0005,testing,training,flip,flip
15,677,same_sequence_cross_split,4,4,testing/flip/0005_000000018.jpg,training/flip/0005_000000017.jpg,flip__0005,flip__0005,testing,training,flip,flip
18,19,same_sequence_same_split,3,2,testing/flip/0006_000000001.jpg,testing/flip/0006_000000006.jpg,flip__0006,flip__0006,testing,testing,flip,flip
18,20,same_sequence_same_split,4,4,testing/flip/0006_000000001.jpg,testing/flip/0006_000000008.jpg,flip__0006,flip__0006,testing,testing,flip,flip
18,688,same_sequence_cross_split,1,0,testing/flip/0006_000000001.jpg,training/flip/0006_000000002.jpg,flip__0006,flip__0006,testing,training,flip,flip
18,689,same_sequence_cross_split,3,0,testing/flip/0006_000000001.jpg,training/flip/0006_000000003.jpg,flip__0006,flip__0006,testing,training,flip,flip
18,690,same_sequence_cross_split,2,0,testing/flip/0006_000000001.jpg,training/flip/0006_000000004.jpg,flip__0006,flip__0006,testing,training,flip,flip
18,691,same_sequence_cross_split,3,2,testing/flip/0006_000000001.jpg,training/flip/0006_000000005.jpg,flip__0006,flip__0006,testing,training,flip,flip
18,692,same_sequence_cross_split,4,2,testing/flip/0006_000000001.jpg,training/flip/0006_000000007.jpg,flip__0006,flip__0006,testing,training,flip,flip
18,1912,different_sequence_cross_split_cross_label,4,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000011.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1914,different_sequence_cross_split_cross_label,4,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000013.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1915,different_sequence_cross_split_cross_label,4,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000014.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1916,different_sequence_cross_split_cross_label,3,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000015.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1917,different_sequence_cross_split_cross_label,4,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000016.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1918,different_sequence_cross_split_cross_label,4,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000017.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1919,different_sequence_cross_split_cross_label,4,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000018.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1920,different_sequence_cross_split_cross_label,4,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000019.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1921,different_sequence_cross_split_cross_label,3,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000020.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1922,different_sequence_cross_split_cross_label,3,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000021.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1923,different_sequence_cross_split_cross_label,3,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000022.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1928,different_sequence_cross_split_cross_label,4,2,testing/flip/0006_000000001.jpg,training/notflip/0007_000000028.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1929,different_sequence_cross_split_cross_label,4,2,testing/flip/0006_000000001.jpg,training/notflip/0007_000000029.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
18,1930,different_sequence_cross_split_cross_label,3,4,testing/flip/0006_000000001.jpg,training/notflip/0007_000000030.jpg,flip__0006,notflip__0007,testing,training,flip,notflip
19,20,same_sequence_same_split,3,2,testing/flip/0006_000000006.jpg,testing/flip/0006_000000008.jpg,flip__0006,flip__0006,testing,testing,flip,flip
19,688,same_sequence_cross_split,2,2,testing/flip/0006_000000006.jpg,training/flip/0006_000000002.jpg,flip__0006,flip__0006,testing,training,flip,flip
19,689,same_sequence_cross_split,2,2,testing/flip/0006_000000006.jpg,training/flip/0006_000000003.jpg,flip__0006,flip__0006,testing,training,flip,flip
19,690,same_sequence_cross_split,1,2,testing/flip/0006_000000006.jpg,training/flip/0006_000000004.jpg,flip__0006,flip__0006,testing,training,flip,flip
19,691,same_sequence_cross_split,2,0,testing/flip/0006_000000006.jpg,training/flip/0006_000000005.jpg,flip__0006,flip__0006,testing,training,flip,flip
19,692,same_sequence_cross_split,3,0,testing/flip/0006_000000006.jpg,training/flip/0006_000000007.jpg,flip__0006,flip__0006,testing,training,flip,flip
19,693,same_sequence_cross_split,4,2,testing/flip/0006_000000006.jpg,training/flip/0006_000000009.jpg,flip__0006,flip__0006,testing,training,flip,flip
19,694,same_sequence_cross_split,4,2,testing/flip/0006_000000006.jpg,training/flip/0006_000000010.jpg,flip__0006,flip__0006,testing,training,flip,flip
20,688,same_sequence_cross_split,3,4,testing/flip/0006_000000008.jpg,training/flip/0006_000000002.jpg,flip__0006,flip__0006,testing,training,flip,flip
20,689,same_sequence_cross_split,3,4,testing/flip/0006_000000008.jpg,training/flip/0006_000000003.jpg,flip__0006,flip__0006,testing,training,flip,flip
20,690,same_sequence_cross_split,4,4,testing/flip/0006_000000008.jpg,training/flip/0006_000000004.jpg,flip__0006,flip__0006,testing,training,flip,flip
20,691,same_sequence_cross_split,3,2,testing/flip/0006_000000008.jpg,training/flip/0006_000000005.jpg,flip__0006,flip__0006,testing,training,flip,flip
20,692,same_sequence_cross_split,0,2,testing/flip/0006_000000008.jpg,training/flip/0006_000000007.jpg,flip__0006,flip__0006,testing,training,flip,flip
20,693,same_sequence_cross_split,1,0,testing/flip/0006_000000008.jpg,training/flip/0006_000000009.jpg,flip__0006,flip__0006,testing,training,flip,flip
20,694,same_sequence_cross_split,1,0,testing/flip/0006_000000008.jpg,training/flip/0006_000000010.jpg,flip__0006,flip__0006,testing,training,flip,flip
20,695,same_sequence_cross_split,3,2,testing/flip/0006_000000008.jpg,training/flip/0006_000000011.jpg,flip__0006,flip__0006,testing,training,flip,flip
27,709,same_sequence_cross_split,3,0,testing/flip/0007_000000008.jpg,training/flip/0007_000000005.jpg,flip__0007,flip__0007,testing,training,flip,flip
27,710,same_sequence_cross_split,2,0,testing/flip/0007_000000008.jpg,training/flip/0007_000000006.jpg,flip__0007,flip__0007,testing,training,flip,flip
27,711,same_sequence_cross_split,1,0,testing/flip/0007_000000008.jpg,training/flip/0007_000000007.jpg,flip__0007,flip__0007,testing,training,flip,flip
27,712,same_sequence_cross_split,1,2,testing/flip/0007_000000008.jpg,training/flip/0007_000000009.jpg,flip__0007,flip__0007,testing,training,flip,flip
27,713,same_sequence_cross_split,1,4,testing/flip/0007_000000008.jpg,training/flip/0007_000000010.jpg,flip__0007,flip__0007,testing,training,flip,flip
28,720,same_sequence_cross_split,0,2,testing/flip/0007_000000018.jpg,training/flip/0007_000000017.jpg,flip__0007,flip__0007,testing,training,flip,flip
30,31,same_sequence_same_split,1,0,testing/flip/0008_000000005.jpg,testing/flip/0008_000000007.jpg,flip__0008,flip__0008,testing,testing,flip,flip
30,732,same_sequence_cross_split,1,4,testing/flip/0008_000000005.jpg,training/flip/0008_000000001.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,733,same_sequence_cross_split,2,2,testing/flip/0008_000000005.jpg,training/flip/0008_000000002.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,734,same_sequence_cross_split,1,2,testing/flip/0008_000000005.jpg,training/flip/0008_000000003.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,735,same_sequence_cross_split,1,4,testing/flip/0008_000000005.jpg,training/flip/0008_000000004.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,736,same_sequence_cross_split,1,0,testing/flip/0008_000000005.jpg,training/flip/0008_000000006.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,737,same_sequence_cross_split,1,0,testing/flip/0008_000000005.jpg,training/flip/0008_000000008.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,738,same_sequence_cross_split,2,2,testing/flip/0008_000000005.jpg,training/flip/0008_000000009.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,739,same_sequence_cross_split,2,2,testing/flip/0008_000000005.jpg,training/flip/0008_000000010.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,740,same_sequence_cross_split,1,4,testing/flip/0008_000000005.jpg,training/flip/0008_000000011.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,741,same_sequence_cross_split,1,4,testing/flip/0008_000000005.jpg,training/flip/0008_000000012.jpg,flip__0008,flip__0008,testing,training,flip,flip
30,742,same_sequence_cross_split,1,4,testing/flip/0008_000000005.jpg,training/flip/0008_000000013.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,732,same_sequence_cross_split,2,4,testing/flip/0008_000000007.jpg,training/flip/0008_000000001.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,733,same_sequence_cross_split,1,2,testing/flip/0008_000000007.jpg,training/flip/0008_000000002.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,734,same_sequence_cross_split,0,2,testing/flip/0008_000000007.jpg,training/flip/0008_000000003.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,735,same_sequence_cross_split,0,4,testing/flip/0008_000000007.jpg,training/flip/0008_000000004.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,736,same_sequence_cross_split,0,0,testing/flip/0008_000000007.jpg,training/flip/0008_000000006.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,737,same_sequence_cross_split,0,0,testing/flip/0008_000000007.jpg,training/flip/0008_000000008.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,738,same_sequence_cross_split,1,2,testing/flip/0008_000000007.jpg,training/flip/0008_000000009.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,739,same_sequence_cross_split,1,2,testing/flip/0008_000000007.jpg,training/flip/0008_000000010.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,740,same_sequence_cross_split,2,4,testing/flip/0008_000000007.jpg,training/flip/0008_000000011.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,741,same_sequence_cross_split,2,4,testing/flip/0008_000000007.jpg,training/flip/0008_000000012.jpg,flip__0008,flip__0008,testing,training,flip,flip
31,742,same_sequence_cross_split,2,4,testing/flip/0008_000000007.jpg,training/flip/0008_000000013.jpg,flip__0008,flip__0008,testing,training,flip,flip
35,756,same_sequence_cross_split,4,2,testing/flip/0009_000000007.jpg,training/flip/0009_000000001.jpg,flip__0009,flip__0009,testing,training,flip,flip
35,757,same_sequence_cross_split,4,2,testing/flip/0009_000000007.jpg,training/flip/0009_000000002.jpg,flip__0009,flip__0009,testing,training,flip,flip
35,761,same_sequence_cross_split,2,0,testing/flip/0009_000000007.jpg,training/flip/0009_000000006.jpg,flip__0009,flip__0009,testing,training,flip,flip
35,762,same_sequence_cross_split,2,0,testing/flip/0009_000000007.jpg,training/flip/0009_000000008.jpg,flip__0009,flip__0009,testing,training,flip,flip
35,763,same_sequence_cross_split,2,2,testing/flip/0009_000000007.jpg,training/flip/0009_000000009.jpg,flip__0009,flip__0009,testing,training,flip,flip
35,764,same_sequence_cross_split,1,4,testing/flip/0009_000000007.jpg,training/flip/0009_000000010.jpg,flip__0009,flip__0009,testing,training,flip,flip
35,768,same_sequence_cross_split,1,4,testing/flip/0009_000000007.jpg,training/flip/0009_000000014.jpg,flip__0009,flip__0009,testing,training,flip,flip
36,770,same_sequence_cross_split,4,4,testing/flip/0009_000000016.jpg,training/flip/0009_000000017.jpg,flip__0009,flip__0009,testing,training,flip,flip
38,772,same_sequence_cross_split,3,2,testing/flip/0009_000000020.jpg,training/flip/0009_000000021.jpg,flip__0009,flip__0009,testing,training,flip,flip
42,777,same_sequence_cross_split,1,0,testing/flip/0010_000000004.jpg,training/flip/0010_000000005.jpg,flip__0010,flip__0010,testing,training,flip,flip
42,778,same_sequence_cross_split,1,2,testing/flip/0010_000000004.jpg,training/flip/0010_000000006.jpg,flip__0010,flip__0010,testing,training,flip,flip
42,779,same_sequence_cross_split,2,2,testing/flip/0010_000000004.jpg,training/flip/0010_000000007.jpg,flip__0010,flip__0010,testing,training,flip,flip
43,44,same_sequence_same_split,0,2,testing/flip/0010_000000008.jpg,testing/flip/0010_000000009.jpg,flip__0010,flip__0010,testing,testing,flip,flip
43,779,same_sequence_cross_split,4,2,testing/flip/0010_000000008.jpg,training/flip/0010_000000007.jpg,flip__0010,flip__0010,testing,training,flip,flip
43,780,same_sequence_cross_split,4,2,testing/flip/0010_000000008.jpg,training/flip/0010_000000010.jpg,flip__0010,flip__0010,testing,training,flip,flip
44,779,same_sequence_cross_split,4,2,testing/flip/0010_000000009.jpg,training/flip/0010_000000007.jpg,flip__0010,flip__0010,testing,training,flip,flip
44,780,same_sequence_cross_split,4,2,testing/flip/0010_000000009.jpg,training/flip/0010_000000010.jpg,flip__0010,flip__0010,testing,training,flip,flip
47,788,same_sequence_cross_split,3,4,testing/flip/0010_000000021.jpg,training/flip/0010_000000020.jpg,flip__0010,flip__0010,testing,training,flip,flip
47,789,same_sequence_cross_split,4,4,testing/flip/0010_000000021.jpg,training/flip/0010_000000022.jpg,flip__0010,flip__0010,testing,training,flip,flip
48,798,same_sequence_cross_split,1,2,testing/flip/0011_000000006.jpg,training/flip/0011_000000005.jpg,flip__0011,flip__0011,testing,training,flip,flip
48,799,same_sequence_cross_split,2,2,testing/flip/0011_000000006.jpg,training/flip/0011_000000007.jpg,flip__0011,flip__0011,testing,training,flip,flip
48,800,same_sequence_cross_split,3,4,testing/flip/0011_000000006.jpg,training/flip/0011_000000008.jpg,flip__0011,flip__0011,testing,training,flip,flip
49,805,same_sequence_cross_split,3,4,testing/flip/0011_000000014.jpg,training/flip/0011_000000013.jpg,flip__0011,flip__0011,testing,training,flip,flip
49,806,same_sequence_cross_split,4,2,testing/flip/0011_000000014.jpg,training/flip/0011_000000015.jpg,flip__0011,flip__0011,testing,training,flip,flip
50,52,same_sequence_same_split,4,2,testing/flip/0011_000000023.jpg,testing/flip/0011_000000027.jpg,flip__0011,flip__0011,testing,testing,flip,flip
50,814,same_sequence_cross_split,3,2,testing/flip/0011_000000023.jpg,training/flip/0011_000000024.jpg,flip__0011,flip__0011,testing,training,flip,flip
50,815,same_sequence_cross_split,4,2,testing/flip/0011_000000023.jpg,training/flip/0011_000000025.jpg,flip__0011,flip__0011,testing,training,flip,flip
51,52,same_sequence_same_split,1,0,testing/flip/0011_000000026.jpg,testing/flip/0011_000000027.jpg,flip__0011,flip__0011,testing,testing,flip,flip
51,814,same_sequence_cross_split,2,0,testing/flip/0011_000000026.jpg,training/flip/0011_000000024.jpg,flip__0011,flip__0011,testing,training,flip,flip
51,815,same_sequence_cross_split,1,0,testing/flip/0011_000000026.jpg,training/flip/0011_000000025.jpg,flip__0011,flip__0011,testing,training,flip,flip
51,816,same_sequence_cross_split,2,2,testing/flip/0011_000000026.jpg,training/flip/0011_000000028.jpg,flip__0011,flip__0011,testing,training,flip,flip
51,817,same_sequence_cross_split,3,2,testing/flip/0011_000000026.jpg,training/flip/0011_000000029.jpg,flip__0011,flip__0011,testing,training,flip,flip
51,818,same_sequence_cross_split,3,2,testing/flip/0011_000000026.jpg,training/flip/0011_000000030.jpg,flip__0011,flip__0011,testing,training,flip,flip
52,814,same_sequence_cross_split,3,0,testing/flip/0011_000000027.jpg,training/flip/0011_000000024.jpg,flip__0011,flip__0011,testing,training,flip,flip
52,815,same_sequence_cross_split,2,0,testing/flip/0011_000000027.jpg,training/flip/0011_000000025.jpg,flip__0011,flip__0011,testing,training,flip,flip
52,816,same_sequence_cross_split,1,2,testing/flip/0011_000000027.jpg,training/flip/0011_000000028.jpg,flip__0011,flip__0011,testing,training,flip,flip
52,817,same_sequence_cross_split,2,2,testing/flip/0011_000000027.jpg,training/flip/0011_000000029.jpg,flip__0011,flip__0011,testing,training,flip,flip
52,818,same_sequence_cross_split,2,2,testing/flip/0011_000000027.jpg,training/flip/0011_000000030.jpg,flip__0011,flip__0011,testing,training,flip,flip
53,54,same_sequence_same_split,0,2,testing/flip/0012_000000007.jpg,testing/flip/0012_000000008.jpg,flip__0012,flip__0012,testing,testing,flip,flip
56,831,same_sequence_cross_split,4,2,testing/flip/0012_000000022.jpg,training/flip/0012_000000023.jpg,flip__0012,flip__0012,testing,training,flip,flip
57,832,same_sequence_cross_split,3,2,testing/flip/0012_000000025.jpg,training/flip/0012_000000024.jpg,flip__0012,flip__0012,testing,training,flip,flip
57,833,same_sequence_cross_split,0,4,testing/flip/0012_000000025.jpg,training/flip/0012_000000026.jpg,flip__0012,flip__0012,testing,training,flip,flip
58,59,same_sequence_same_split,2,2,testing/flip/0012_000000029.jpg,testing/flip/0012_000000030.jpg,flip__0012,flip__0012,testing,testing,flip,flip
58,835,same_sequence_cross_split,2,4,testing/flip/0012_000000029.jpg,training/flip/0012_000000028.jpg,flip__0012,flip__0012,testing,training,flip,flip
59,835,same_sequence_cross_split,4,4,testing/flip/0012_000000030.jpg,training/flip/0012_000000028.jpg,flip__0012,flip__0012,testing,training,flip,flip
60,839,same_sequence_cross_split,2,4,testing/flip/0013_000000008.jpg,training/flip/0013_000000007.jpg,flip__0013,flip__0013,testing,training,flip,flip
60,840,same_sequence_cross_split,1,4,testing/flip/0013_000000008.jpg,training/flip/0013_000000009.jpg,flip__0013,flip__0013,testing,training,flip,flip
61,841,same_sequence_cross_split,3,2,testing/flip/0013_000000011.jpg,training/flip/0013_000000010.jpg,flip__0013,flip__0013,testing,training,flip,flip
62,842,same_sequence_cross_split,2,0,testing/flip/0013_000000013.jpg,training/flip/0013_000000012.jpg,flip__0013,flip__0013,testing,training,flip,flip
65,66,same_sequence_same_split,0,2,testing/flip/0014_000000003.jpg,testing/flip/0014_000000004.jpg,flip__0014,flip__0014,testing,testing,flip,flip
65,67,same_sequence_same_split,0,2,testing/flip/0014_000000003.jpg,testing/flip/0014_000000006.jpg,flip__0014,flip__0014,testing,testing,flip,flip
65,858,same_sequence_cross_split,1,0,testing/flip/0014_000000003.jpg,training/flip/0014_000000001.jpg,flip__0014,flip__0014,testing,training,flip,flip
65,859,same_sequence_cross_split,1,0,testing/flip/0014_000000003.jpg,training/flip/0014_000000002.jpg,flip__0014,flip__0014,testing,training,flip,flip
65,860,same_sequence_cross_split,1,2,testing/flip/0014_000000003.jpg,training/flip/0014_000000005.jpg,flip__0014,flip__0014,testing,training,flip,flip
65,861,same_sequence_cross_split,3,4,testing/flip/0014_000000003.jpg,training/flip/0014_000000007.jpg,flip__0014,flip__0014,testing,training,flip,flip
66,67,same_sequence_same_split,0,2,testing/flip/0014_000000004.jpg,testing/flip/0014_000000006.jpg,flip__0014,flip__0014,testing,testing,flip,flip
66,858,same_sequence_cross_split,1,2,testing/flip/0014_000000004.jpg,training/flip/0014_000000001.jpg,flip__0014,flip__0014,testing,training,flip,flip
66,859,same_sequence_cross_split,1,2,testing/flip/0014_000000004.jpg,training/flip/0014_000000002.jpg,flip__0014,flip__0014,testing,training,flip,flip
66,860,same_sequence_cross_split,1,2,testing/flip/0014_000000004.jpg,training/flip/0014_000000005.jpg,flip__0014,flip__0014,testing,training,flip,flip
66,861,same_sequence_cross_split,3,4,testing/flip/0014_000000004.jpg,training/flip/0014_000000007.jpg,flip__0014,flip__0014,testing,training,flip,flip
67,858,same_sequence_cross_split,1,2,testing/flip/0014_000000006.jpg,training/flip/0014_000000001.jpg,flip__0014,flip__0014,testing,training,flip,flip
67,859,same_sequence_cross_split,1,2,testing/flip/0014_000000006.jpg,training/flip/0014_000000002.jpg,flip__0014,flip__0014,testing,training,flip,flip
67,860,same_sequence_cross_split,1,0,testing/flip/0014_000000006.jpg,training/flip/0014_000000005.jpg,flip__0014,flip__0014,testing,training,flip,flip
67,861,same_sequence_cross_split,3,2,testing/flip/0014_000000006.jpg,training/flip/0014_000000007.jpg,flip__0014,flip__0014,testing,training,flip,flip
67,862,same_sequence_cross_split,4,4,testing/flip/0014_000000006.jpg,training/flip/0014_000000008.jpg,flip__0014,flip__0014,testing,training,flip,flip
68,69,same_sequence_same_split,1,0,testing/flip/0014_000000009.jpg,testing/flip/0014_000000010.jpg,flip__0014,flip__0014,testing,testing,flip,flip
68,862,same_sequence_cross_split,0,4,testing/flip/0014_000000009.jpg,training/flip/0014_000000008.jpg,flip__0014,flip__0014,testing,training,flip,flip
68,863,same_sequence_cross_split,1,2,testing/flip/0014_000000009.jpg,training/flip/0014_000000011.jpg,flip__0014,flip__0014,testing,training,flip,flip
69,862,same_sequence_cross_split,1,4,testing/flip/0014_000000010.jpg,training/flip/0014_000000008.jpg,flip__0014,flip__0014,testing,training,flip,flip
69,863,same_sequence_cross_split,0,2,testing/flip/0014_000000010.jpg,training/flip/0014_000000011.jpg,flip__0014,flip__0014,testing,training,flip,flip
70,71,same_sequence_same_split,2,2,testing/flip/0014_000000012.jpg,testing/flip/0014_000000013.jpg,flip__0014,flip__0014,testing,testing,flip,flip
73,865,same_sequence_cross_split,2,2,testing/flip/0014_000000016.jpg,training/flip/0014_000000017.jpg,flip__0014,flip__0014,testing,training,flip,flip
74,866,same_sequence_cross_split,4,2,testing/flip/0014_000000019.jpg,training/flip/0014_000000018.jpg,flip__0014,flip__0014,testing,training,flip,flip
76,879,same_sequence_cross_split,1,2,testing/flip/0015_000000011.jpg,training/flip/0015_000000010.jpg,flip__0015,flip__0015,testing,training,flip,flip
76,880,same_sequence_cross_split,4,2,testing/flip/0015_000000011.jpg,training/flip/0015_000000012.jpg,flip__0015,flip__0015,testing,training,flip,flip
77,886,same_sequence_cross_split,3,4,testing/flip/0015_000000019.jpg,training/flip/0015_000000018.jpg,flip__0015,flip__0015,testing,training,flip,flip
