bucket,dhash,phash,path_a,path_b,seq_a,seq_b,split_a,split_b,label_a,label_b
different_sequence_cross_split_cross_label,7,8,testing/flip/0003_000000005.jpg,training/notflip/0004_000000030.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,7,8,testing/flip/0003_000000005.jpg,training/notflip/0004_000000031.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,8,testing/flip/0003_000000005.jpg,training/notflip/0004_000000032.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,8,testing/flip/0003_000000005.jpg,training/notflip/0004_000000033.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,5,8,testing/flip/0003_000000005.jpg,training/notflip/0004_000000034.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,8,testing/flip/0003_000000005.jpg,training/notflip/0004_000000035.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_same_split_same_label,8,6,testing/flip/0003_000000008.jpg,testing/flip/0004_000000006.jpg,flip__0003,flip__0004,testing,testing,flip,flip
different_sequence_same_split_same_label,8,8,testing/flip/0003_000000008.jpg,testing/flip/0007_000000008.jpg,flip__0003,flip__0007,testing,testing,flip,flip
different_sequence_same_split_cross_label,8,8,testing/flip/0003_000000008.jpg,testing/notflip/0004_000000020.jpg,flip__0003,notflip__0004,testing,testing,flip,notflip
different_sequence_same_split_cross_label,5,6,testing/flip/0003_000000008.jpg,testing/notflip/0004_000000029.jpg,flip__0003,notflip__0004,testing,testing,flip,notflip
same_sequence_cross_split,3,8,testing/flip/0003_000000008.jpg,training/flip/0003_000000001.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,2,8,testing/flip/0003_000000008.jpg,training/flip/0003_000000002.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,2,8,testing/flip/0003_000000008.jpg,training/flip/0003_000000003.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,0,2,testing/flip/0003_000000008.jpg,training/flip/0003_000000004.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,0,2,testing/flip/0003_000000008.jpg,training/flip/0003_000000006.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,0,0,testing/flip/0003_000000008.jpg,training/flip/0003_000000007.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,2,2,testing/flip/0003_000000008.jpg,training/flip/0003_000000009.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,4,4,testing/flip/0003_000000008.jpg,training/flip/0003_000000010.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,6,6,testing/flip/0003_000000008.jpg,training/flip/0003_000000011.jpg,flip__0003,flip__0003,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0003_000000008.jpg,training/flip/0004_000000005.jpg,flip__0003,flip__0004,testing,training,flip,flip
different_sequence_cross_split_cross_label,8,8,testing/flip/0003_000000008.jpg,training/notflip/0001_000000016.jpg,flip__0003,notflip__0001,testing,training,flip,notflip
different_sequence_cross_split_cross_label,8,8,testing/flip/0003_000000008.jpg,training/notflip/0004_000000021.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,8,8,testing/flip/0003_000000008.jpg,training/notflip/0004_000000022.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,8,testing/flip/0003_000000008.jpg,training/notflip/0004_000000025.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,5,8,testing/flip/0003_000000008.jpg,training/notflip/0004_000000026.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,5,6,testing/flip/0003_000000008.jpg,training/notflip/0004_000000027.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,5,6,testing/flip/0003_000000008.jpg,training/notflip/0004_000000028.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,7,6,testing/flip/0003_000000008.jpg,training/notflip/0004_000000030.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,7,6,testing/flip/0003_000000008.jpg,training/notflip/0004_000000031.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,6,testing/flip/0003_000000008.jpg,training/notflip/0004_000000032.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,6,testing/flip/0003_000000008.jpg,training/notflip/0004_000000033.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,5,6,testing/flip/0003_000000008.jpg,training/notflip/0004_000000034.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,6,testing/flip/0003_000000008.jpg,training/notflip/0004_000000035.jpg,flip__0003,notflip__0004,testing,training,flip,notflip
different_sequence_same_split_cross_label,8,8,testing/flip/0003_000000022.jpg,testing/notflip/0004_000000012.jpg,flip__0003,notflip__0004,testing,testing,flip,notflip
same_sequence_cross_split,8,8,testing/flip/0003_000000022.jpg,training/flip/0003_000000020.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,8,8,testing/flip/0003_000000022.jpg,training/flip/0003_000000021.jpg,flip__0003,flip__0003,testing,training,flip,flip
same_sequence_cross_split,8,6,testing/flip/0003_000000022.jpg,training/flip/0003_000000023.jpg,flip__0003,flip__0003,testing,training,flip,flip
different_sequence_same_split_same_label,7,8,testing/flip/0003_000000025.jpg,testing/flip/0004_000000027.jpg,flip__0003,flip__0004,testing,testing,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0003_000000025.jpg,training/flip/0001_000000024.jpg,flip__0003,flip__0001,testing,training,flip,flip
same_sequence_cross_split,6,4,testing/flip/0003_000000025.jpg,training/flip/0003_000000026.jpg,flip__0003,flip__0003,testing,training,flip,flip
different_sequence_cross_split_same_label,6,6,testing/flip/0003_000000025.jpg,training/flip/0004_000000028.jpg,flip__0003,flip__0004,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0003_000000025.jpg,training/flip/0007_000000029.jpg,flip__0003,flip__0007,testing,training,flip,flip
same_sequence_same_split,4,2,testing/flip/0004_000000006.jpg,testing/flip/0004_000000013.jpg,flip__0004,flip__0004,testing,testing,flip,flip
same_sequence_same_split,4,2,testing/flip/0004_000000006.jpg,testing/flip/0004_000000014.jpg,flip__0004,flip__0004,testing,testing,flip,flip
different_sequence_same_split_same_label,6,4,testing/flip/0004_000000006.jpg,testing/flip/0007_000000008.jpg,flip__0004,flip__0007,testing,testing,flip,flip
different_sequence_same_split_same_label,7,8,testing/flip/0004_000000006.jpg,testing/flip/0008_000000005.jpg,flip__0004,flip__0008,testing,testing,flip,flip
different_sequence_same_split_same_label,8,8,testing/flip/0004_000000006.jpg,testing/flip/0008_000000007.jpg,flip__0004,flip__0008,testing,testing,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000006.jpg,training/flip/0001_000000012.jpg,flip__0004,flip__0001,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0004_000000006.jpg,training/flip/0003_000000004.jpg,flip__0004,flip__0003,testing,training,flip,flip
different_sequence_cross_split_same_label,8,4,testing/flip/0004_000000006.jpg,training/flip/0003_000000006.jpg,flip__0004,flip__0003,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0004_000000006.jpg,training/flip/0003_000000007.jpg,flip__0004,flip__0003,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0004_000000006.jpg,training/flip/0003_000000009.jpg,flip__0004,flip__0003,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000006.jpg,training/flip/0003_000000011.jpg,flip__0004,flip__0003,testing,training,flip,flip
same_sequence_cross_split,0,0,testing/flip/0004_000000006.jpg,training/flip/0004_000000005.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,1,2,testing/flip/0004_000000006.jpg,training/flip/0004_000000007.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,1,4,testing/flip/0004_000000006.jpg,training/flip/0004_000000008.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,1,4,testing/flip/0004_000000006.jpg,training/flip/0004_000000009.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,2,4,testing/flip/0004_000000006.jpg,training/flip/0004_000000010.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,1,2,testing/flip/0004_000000006.jpg,training/flip/0004_000000011.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,2,2,testing/flip/0004_000000006.jpg,training/flip/0004_000000012.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,5,4,testing/flip/0004_000000006.jpg,training/flip/0004_000000015.jpg,flip__0004,flip__0004,testing,training,flip,flip
different_sequence_cross_split_same_label,6,8,testing/flip/0004_000000006.jpg,training/flip/0005_000000013.jpg,flip__0004,flip__0005,testing,training,flip,flip
different_sequence_cross_split_same_label,6,8,testing/flip/0004_000000006.jpg,training/flip/0005_000000014.jpg,flip__0004,flip__0005,testing,training,flip,flip
different_sequence_cross_split_same_label,5,8,testing/flip/0004_000000006.jpg,training/flip/0005_000000015.jpg,flip__0004,flip__0005,testing,training,flip,flip
different_sequence_cross_split_same_label,6,8,testing/flip/0004_000000006.jpg,training/flip/0005_000000016.jpg,flip__0004,flip__0005,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000006.jpg,training/flip/0007_000000005.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,8,4,testing/flip/0004_000000006.jpg,training/flip/0007_000000006.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000006.jpg,training/flip/0007_000000007.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,5,4,testing/flip/0004_000000006.jpg,training/flip/0007_000000009.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,5,4,testing/flip/0004_000000006.jpg,training/flip/0007_000000010.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,5,4,testing/flip/0004_000000006.jpg,training/flip/0007_000000011.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,5,2,testing/flip/0004_000000006.jpg,training/flip/0007_000000012.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,5,4,testing/flip/0004_000000006.jpg,training/flip/0007_000000013.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,4,4,testing/flip/0004_000000006.jpg,training/flip/0007_000000014.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000006.jpg,training/flip/0007_000000015.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000006.jpg,training/flip/0008_000000001.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0004_000000006.jpg,training/flip/0008_000000003.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000006.jpg,training/flip/0008_000000004.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000006.jpg,training/flip/0008_000000006.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000006.jpg,training/flip/0008_000000008.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,7,6,testing/flip/0004_000000006.jpg,training/flip/0008_000000009.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,7,8,testing/flip/0004_000000006.jpg,training/flip/0008_000000010.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,6,8,testing/flip/0004_000000006.jpg,training/flip/0008_000000011.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,6,8,testing/flip/0004_000000006.jpg,training/flip/0008_000000012.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,6,8,testing/flip/0004_000000006.jpg,training/flip/0008_000000013.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000006.jpg,training/flip/0009_000000011.jpg,flip__0004,flip__0009,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000006.jpg,training/flip/0009_000000012.jpg,flip__0004,flip__0009,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000006.jpg,training/flip/0009_000000013.jpg,flip__0004,flip__0009,testing,training,flip,flip
different_sequence_cross_split_cross_label,8,8,testing/flip/0004_000000006.jpg,training/notflip/0005_000000024.jpg,flip__0004,notflip__0005,testing,training,flip,notflip
different_sequence_cross_split_cross_label,8,8,testing/flip/0004_000000006.jpg,training/notflip/0005_000000025.jpg,flip__0004,notflip__0005,testing,training,flip,notflip
different_sequence_cross_split_cross_label,7,8,testing/flip/0004_000000006.jpg,training/notflip/0005_000000026.jpg,flip__0004,notflip__0005,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,8,testing/flip/0004_000000006.jpg,training/notflip/0005_000000027.jpg,flip__0004,notflip__0005,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,8,testing/flip/0004_000000006.jpg,training/notflip/0005_000000028.jpg,flip__0004,notflip__0005,testing,training,flip,notflip
different_sequence_cross_split_cross_label,7,8,testing/flip/0004_000000006.jpg,training/notflip/0005_000000029.jpg,flip__0004,notflip__0005,testing,training,flip,notflip
different_sequence_cross_split_cross_label,6,8,testing/flip/0004_000000006.jpg,training/notflip/0005_000000030.jpg,flip__0004,notflip__0005,testing,training,flip,notflip
same_sequence_same_split,2,0,testing/flip/0004_000000013.jpg,testing/flip/0004_000000014.jpg,flip__0004,flip__0004,testing,testing,flip,flip
different_sequence_same_split_same_label,8,6,testing/flip/0004_000000013.jpg,testing/flip/0005_000000003.jpg,flip__0004,flip__0005,testing,testing,flip,flip
different_sequence_same_split_same_label,8,6,testing/flip/0004_000000013.jpg,testing/flip/0007_000000008.jpg,flip__0004,flip__0007,testing,testing,flip,flip
different_sequence_same_split_same_label,7,6,testing/flip/0004_000000013.jpg,testing/flip/0008_000000005.jpg,flip__0004,flip__0008,testing,testing,flip,flip
different_sequence_same_split_same_label,8,6,testing/flip/0004_000000013.jpg,testing/flip/0008_000000007.jpg,flip__0004,flip__0008,testing,testing,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000013.jpg,training/flip/0001_000000010.jpg,flip__0004,flip__0001,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000013.jpg,training/flip/0001_000000011.jpg,flip__0004,flip__0001,testing,training,flip,flip
same_sequence_cross_split,4,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000005.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,3,0,testing/flip/0004_000000013.jpg,training/flip/0004_000000007.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,3,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000008.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,3,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000009.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,4,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000010.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,3,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000011.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,2,0,testing/flip/0004_000000013.jpg,training/flip/0004_000000012.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,5,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000015.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,8,2,testing/flip/0004_000000013.jpg,training/flip/0004_000000016.jpg,flip__0004,flip__0004,testing,training,flip,flip
different_sequence_cross_split_same_label,5,8,testing/flip/0004_000000013.jpg,training/flip/0005_000000015.jpg,flip__0004,flip__0005,testing,training,flip,flip
different_sequence_cross_split_same_label,4,8,testing/flip/0004_000000013.jpg,training/flip/0005_000000016.jpg,flip__0004,flip__0005,testing,training,flip,flip
different_sequence_cross_split_same_label,7,6,testing/flip/0004_000000013.jpg,training/flip/0007_000000005.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0004_000000013.jpg,training/flip/0007_000000006.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,6,testing/flip/0004_000000013.jpg,training/flip/0007_000000007.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000013.jpg,training/flip/0007_000000009.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000013.jpg,training/flip/0007_000000010.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000013.jpg,training/flip/0007_000000011.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,2,testing/flip/0004_000000013.jpg,training/flip/0007_000000012.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000013.jpg,training/flip/0007_000000013.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,6,4,testing/flip/0004_000000013.jpg,training/flip/0007_000000014.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000013.jpg,training/flip/0008_000000001.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0004_000000013.jpg,training/flip/0008_000000003.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000013.jpg,training/flip/0008_000000004.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0004_000000013.jpg,training/flip/0008_000000006.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0004_000000013.jpg,training/flip/0008_000000008.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000013.jpg,training/flip/0008_000000011.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000013.jpg,training/flip/0008_000000012.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_cross_split_same_label,8,8,testing/flip/0004_000000013.jpg,training/flip/0008_000000013.jpg,flip__0004,flip__0008,testing,training,flip,flip
different_sequence_same_split_same_label,8,6,testing/flip/0004_000000014.jpg,testing/flip/0007_000000008.jpg,flip__0004,flip__0007,testing,testing,flip,flip
different_sequence_same_split_same_label,7,6,testing/flip/0004_000000014.jpg,testing/flip/0007_000000018.jpg,flip__0004,flip__0007,testing,testing,flip,flip
different_sequence_cross_split_same_label,6,8,testing/flip/0004_000000014.jpg,training/flip/0001_000000010.jpg,flip__0004,flip__0001,testing,training,flip,flip
different_sequence_cross_split_same_label,6,8,testing/flip/0004_000000014.jpg,training/flip/0001_000000011.jpg,flip__0004,flip__0001,testing,training,flip,flip
same_sequence_cross_split,4,2,testing/flip/0004_000000014.jpg,training/flip/0004_000000005.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,5,0,testing/flip/0004_000000014.jpg,training/flip/0004_000000007.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,5,2,testing/flip/0004_000000014.jpg,training/flip/0004_000000008.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,5,2,testing/flip/0004_000000014.jpg,training/flip/0004_000000009.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,6,2,testing/flip/0004_000000014.jpg,training/flip/0004_000000010.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,5,2,testing/flip/0004_000000014.jpg,training/flip/0004_000000011.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,4,0,testing/flip/0004_000000014.jpg,training/flip/0004_000000012.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,3,2,testing/flip/0004_000000014.jpg,training/flip/0004_000000015.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,6,2,testing/flip/0004_000000014.jpg,training/flip/0004_000000016.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,7,6,testing/flip/0004_000000014.jpg,training/flip/0004_000000017.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_cross_split,8,8,testing/flip/0004_000000014.jpg,training/flip/0004_000000018.jpg,flip__0004,flip__0004,testing,training,flip,flip
different_sequence_cross_split_same_label,3,8,testing/flip/0004_000000014.jpg,training/flip/0005_000000015.jpg,flip__0004,flip__0005,testing,training,flip,flip
different_sequence_cross_split_same_label,2,8,testing/flip/0004_000000014.jpg,training/flip/0005_000000016.jpg,flip__0004,flip__0005,testing,training,flip,flip
different_sequence_cross_split_same_label,7,6,testing/flip/0004_000000014.jpg,training/flip/0007_000000005.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,8,6,testing/flip/0004_000000014.jpg,training/flip/0007_000000006.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,6,testing/flip/0004_000000014.jpg,training/flip/0007_000000007.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000014.jpg,training/flip/0007_000000009.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000014.jpg,training/flip/0007_000000010.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000014.jpg,training/flip/0007_000000011.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,2,testing/flip/0004_000000014.jpg,training/flip/0007_000000012.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000014.jpg,training/flip/0007_000000013.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,4,4,testing/flip/0004_000000014.jpg,training/flip/0007_000000014.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,4,testing/flip/0004_000000014.jpg,training/flip/0007_000000015.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,6,testing/flip/0004_000000014.jpg,training/flip/0007_000000017.jpg,flip__0004,flip__0007,testing,training,flip,flip
different_sequence_cross_split_same_label,7,8,testing/flip/0004_000000027.jpg,training/flip/0003_000000026.jpg,flip__0004,flip__0003,testing,training,flip,flip
same_sequence_cross_split,7,6,testing/flip/0004_000000027.jpg,training/flip/0004_000000028.jpg,flip__0004,flip__0004,testing,training,flip,flip
same_sequence_same_split,5,6,testing/flip/0005_000000003.jpg,testing/flip/0005_000000008.jpg,flip__0005,flip__0005,testing,testing,flip,flip
different_sequence_same_split_same_label,8,4,testing/flip/0005_000000003.jpg,testing/flip/0008_000000007.jpg,flip__0005,flip__0008,testing,testing,flip,flip
